gym_id,alias,name,latitude,longitude,address,city,state,zip,country
f72ab91f0e0841849255255d8050430e.16,,LDS Church,37.535513,-122.043607,36318 Haley St, Newark,CA,94560, USA
999a350a8a7047eba420e3e362058442.12,,Leal Tank House,37.556981,-122.04782,Lake Blvd, Fremont,CA,94555, USA
6c59a726558b4a03ab7ec938a17eaab3.16,,Leland Stanford Winery,37.503574,-121.911825,1456-1622 Stanford Ave, Fremont,CA,94539, USA
95ad675db77f4ab8aa53a4cd6be6187c.16,,Lighthouse Bible Fellowship,37.56879,-121.97028,300 Mowry Ave, Fremont,CA,94536, USA
0ae465ed19544257b0d7a7910d2fe590.16,,"Lion Fountain, CA Nursery Historical Park",37.579593,-121.991705,36385-36501 Niles Blvd, Fremont,CA,94536, USA
a316d92d557140caad9a1446e5143a69.16,,Lizard Rock Trail Entrance 2,37.558236,-122.093133,Lizard Rock Trail, Fremont,CA,94555, USA
96147c9d4fb24de6b1a7c7b7652fe9a5.16,Los Cerritos,Los Ceritos Community Park,37.567099,-122.012755,3443 Alder Ave, Fremont,CA,94536, USA
a937706d9f604d37b7abcfe5fd92a097.16,Shinn Park,Lovers Fountain,37.565321,-121.980599,1251 Peralta Blvd, Fremont,CA,94536, USA
2582ea55397c46d49d9c0caf664cee43.16,,Maintenance Center,37.525255,-121.949565,42501-42537 Osgood Rd, Fremont,CA,94539, USA
333fe7b1f48d42c5a75da27306222fc7.16,,Marsh Restoration,37.477976,-121.950809,4111 Clipper Ct, Fremont,CA,94538, USA
852fb6f92ad4452291de4b29e356f083.16,,Masonic Symbols,37.597562,-122.009955,34400 Mission Blvd, Union City,CA,94587, USA
fb8691d14f9b402d9d1cae756d6c8e53.16,,Mayor's Plaque at the Lake,37.556929,-122.036902,Edgewater Dr, Newark,CA,94560, USA
9e03e17927b0479ca95d58814ca81bb6.16,,McDonald's Fountain,37.539687,-121.923207,42800 Mission Blvd, Fremont,CA,94539, USA
0b9397c1c3854fc79f722065600c0211.16,,Meyer Park,37.544839,-122.002745,4601-4619 Eggers Dr, Fremont,CA,94536, USA
6813fc6f208d433cb570c152aa8920aa.16,,Meyers Ranch,37.61743,-122.019081,Meyers Ranch Trail, Union City,CA,94587, USA
a5081cd5d3ef41a08665b8a94fde4aaf.16,,Meyers Ranch Trail Marker,37.611402,-122.017288,Meyers Ranch Trail, Union City,CA,94587, USA
26c405ea72964fa8af14b840f11baec7.16,,Middlefield Reservoir,37.529763,-121.948242,2762-2890 Middlefield Ave, Fremont,CA,94539, USA
6ac4157d11324bde8a9a5d38458f612b.16,,Military Branches,37.611127,-122.024376,Chapel of the Chimes, Union City,CA,94587, USA
e6101f8ccab04456a2419ae8a6ce342e.16,,Mission Chapel,37.609791,-122.023286,Chapel of the Chimes, Union City,CA,94587, USA
25aab714299e472e9560099ce7f94f00.16,,Mission Heights Bell,37.520963,-121.917706,44060-44102 Mission Blvd, Fremont,CA,94539, USA
a16d1ace71a141658b99cea3c0c20c37.16,,Mission Peak Trail 2,37.512555,-121.891825,Regional Park Trail, Fremont,CA,94539, USA
b78f252209184307b47fcda9e0857ecb.12,,Mission San Jose,37.533933,-121.92005,43246-43264 Mission Blvd, Fremont,CA,94539, USA
34232ad035304f0c9a406363cc9484ad.16,,MonteMerano,37.559054,-121.971203,39001-39029 Guardino Dr, Fremont,CA,94538, USA
b18ddc55c49c4610987fc849780b5a1c.16,,More than Meets the Eye,37.57627,-122.006867,Quarry Lakes Dr, Fremont,CA,94536, USA
245992fdfeaa41dc99d3b6ecd1fe8bb3.16,,MSJHS Marquee Bell,37.545043,-121.932144,41767-41793 Mission Blvd, Fremont,CA,94539, USA
b81246a189764ab6900d728f7ca1a0b5.16,,Music Artwork,37.530716,-121.912704,43401-43499 Library St, Fremont,CA,94539, USA
b889db17da284a1d8dd7b68e328cf632.16,,Musick Park,37.545143,-122.029601,5475 Musick Ave, Newark,CA,94560, USA
384d4c0769744bdf9ee98699350b7501.16,,National Ocean Survey Marker,37.530438,-122.07136,2 Marshlands Rd, Fremont,CA,94555, USA
1e92d717a3d44a17a904785a331112c2.16,,Nectar Garden Butterfly Bench,37.55328,-122.091228,Quail Trail, Fremont,CA,94555, USA
9f1ee10b7d204899857eb8f8832f807d.16,,New Covenant Evangelistic Christian Center,37.596626,-122.077028,3801 Smith St, Union City,CA,94587, USA
eece3dde3f564cb4a3efe0ce008d5f43.16,,New Park Village Community Center,37.518844,-121.999059,6263 Joaquin Murieta Ave, Newark,CA,94560, USA
e073e366865c40ada5f6a7b45c13a67c.16,NCP,Newark Community Park,37.549613,-122.042459,35425 Cedar Blvd, Newark,CA,94560, USA
3f11293b9eeb42d8a7e1b21cb54c21ff.16,,Newark Marketplace Fountain,37.55232,-122.049183,5871 Jarvis Ave, Newark,CA,94560, USA
be50ac26489b4fa8ba47cc33ca502310.16,,Newark Pavilion,37.53337,-122.032497,6430 Thornton Ave, Newark,CA,94560, USA
81568cc3d9a344029628daa0154d670a.16,,Newark Pavilion Entrance,37.533653,-122.033097,6430 Thornton Ave, Newark,CA,94560, USA
fc03f6b4005140289be8772f1cfb2129.16,,Newark Slough Panel,37.531786,-122.074301,9605 Thornton Ave, Fremont,CA,94555, USA
f363f1363bcd4400aced8ca88d8c08a0.16,Gomes Park,Newbern Fields,37.552069,-121.948024,40607-40679 Las Palmas Ave, Fremont,CA,94539, USA
03a6965dee954e869210e92109b4309a.16,,Niles Canyon Mobile Estates,37.578864,-121.966762,41 Paradise Dr, Fremont,CA,94536, USA
e037eacbe6384367b49c1ff27216d57d.16,,Niles Canyon Railway,37.578625,-121.982727,Sullivan Underpass, Fremont,CA,94536, USA
4c9fd9437dfc4b628dc5294d9f87e80e.16,,Niles Community Center,37.573781,-121.98614,467-473 School St, Fremont,CA,94536, USA
b673598d641d44e7bd108b736805716d.12,,Niles Essanay Silent Film,37.577098,-121.980135,37417 Niles Blvd, Fremont,CA,94536, USA
1e304679fe3b43cdb3e3d2555f0a5d26.16,,Niles First Post Office 1873,37.576027,-121.975465,37825 Niles Blvd, Fremont,CA,94536, USA
3fb8286eb1e64af6918aca15f3b9d640.16,,Niles Memorial Picture,37.572885,-121.96788,17-75 Harris Pl, Fremont,CA,94536, USA
e901d72a20ba4516a6c1411a557e199a.11,,Niles Public Mural 2,37.572608,-121.98411,Alameda Creek Trail, Fremont,CA,94536, USA
c160c7c3fd614a259f93151747d4adee.16,,Northgate Trail Entrance,37.581061,-122.033053,34447-34539 Paseo Padre Pkwy, Fremont,CA,94555, USA
467f0a8a2dc0407bb39fa64ea49023e3.16,,Nummi Grove,37.575289,-122.008483,2730 Jamieson Ave, Fremont,CA,94536, USA
839824f7c3f94483b9c628f5ebd181c1.16,,Ohlone Clock Tower,37.52975,-121.915039,43600 Mission Blvd, Fremont,CA,94539, USA
511e9625f6ca40adb0cc3ae6213fce30.16,,Ohlone College Grand Sign,37.530671,-121.919173,43350-43498 Mission Blvd, Fremont,CA,94539, USA
dde9794dbc1b477a97dc4e257f07e076.16,,Ohlone College South Entrance,37.526255,-121.917743,Pine St, Fremont,CA,94539, USA
36d1bad838d04dd38c55740ee23eb49e.16,,Ohlone Newark Sign,37.518851,-122.005807,39297-39397 Cherry St, Newark,CA,94560, USA
9cbf045360d04ee09cbac1b91fa3bdb5.16,,Ohlone Thatch Hut,37.552983,-122.090642,Quail Trail, Fremont,CA,94555, USA
34bf9304637c4090bc92c56053149bd2.16,,Ohlone Trail Marker 6,37.515891,-121.880643,Ranch Trail, Fremont,CA,94539, USA
6a46450fae84409eb615617bf9e5899c.16,,Ohlone Wilderness Trail Marker,37.504356,-121.906705,Ohlone Wilderness Trail, Fremont,CA,94539, USA
9a008bb79c054f69b60a03afc5909b69.16,,Ohlone Wilderness Trail Sign,37.513661,-121.887476,Regional Park Trail, Fremont,CA,94539, USA
008adf8a5b414ef58285e60110932280.16,,Old Mission Park,37.521806,-121.922418,43717-43835 Ibero Way, Fremont,CA,94539, USA
d5a60fa07b37407b862f3830d62efc20.16,,Old Mission Schoolhouse,37.528786,-121.919267,43571 Mission Blvd, Fremont,CA,94539, USA
467ef9a2123541ebbd175dd0b3ddd329.16,,Old Niles Hotel,37.576905,-121.979193,37501 Niles Blvd, Fremont,CA,94536, USA
ae33df1cbb8244b3a736f3babf4331f2.16,,Our Lady of Rosary Church,37.604206,-122.02422,33225-33299 6th St, Union City,CA,94587, USA
9ee85c51b19f4199b5c8c3c99cea5e3f.16,,Our Savior Lutheran Church,37.531925,-121.930762,780-856 Washington Blvd, Fremont,CA,94539, USA
de87947062144ffcae6e26dc5d9a3944.16,,Pacific Research Center,37.539483,-122.064687,7979 Gateway Blvd, Newark,CA,94560, USA
348bd460f03c4cb7b2a231d64aecb136.16,,Panorama Trail Marker,37.526934,-121.900287,Spring Valley Trail, Fremont,CA,94539, USA
89d3082879f84ce5b449a9168a0a9d46.16,,Parasol Menagerie,37.548632,-121.981803,State St Plaza, Fremont,CA,94538, USA
5bc6f8bfc6894504abb1c5d6a5304fb4.16,,Pathway Community Church,37.554965,-122.015743,4500 Thornton Ave, Fremont,CA,94536, USA
2e452dd172c349b0b2f7d760cf4270a9.16,,Patterson Neighborhood Park,37.5625,-122.031441,35515 Cabrillo Dr, Fremont,CA,94536, USA
92fba0b105274efe9ce53a2ad8c69427.16,,Peery Fountain,37.549292,-122.060011,6531 Dumbarton Cir, Fremont,CA,94555, USA
88234eed7ead451daf494b9d08f8ba23.16,,Peregrine Park,37.577984,-122.059071,33246-33288 Falcon Dr, Fremont,CA,94555, USA
fdcff8f558b54ec58583dfe99ae8d69f.12,,Pioneer Schoolhouse & Chapel,37.563633,-121.9873,38100-38134 Temple Way, Fremont,CA,94536, USA
6e62a0acada34e808dcb05d73ef80ce7.16,,Playground,37.602369,-122.078494,30688-30698 Tidewater Dr, Union City,CA,94587, USA
113a4d1333a84053a756b0236b48f1f6.16,,Plomosa Park South,37.467064,-121.909692,48800-48844 Gamay Dr, Fremont,CA,94539, USA
86f8b20e5f474e90987876ef9de7e9f9.16,,Pod of Dolphins,37.465821,-121.933051,48389 Fremont Blvd, Fremont,CA,94538, USA
ac8d5c42f4bb44ce80d75bccdf3b3a64.16,,Primera Iglesia Baustista Church,37.595504,-122.02049,33933 10th St, Union City,CA,94587, USA
e2835099ca6c4cd8938dd7883bcf654f.16,,Prince of Peace,37.551905,-121.995343,38451 Fremont Blvd, Fremont,CA,94536, USA
be533a0971c446729de9abceca54a665.16,,Quarry Lakes,37.57905,-122.007851,Quarry Lakes Dr, Fremont,CA,94536, USA
842d7411704e4fe490a00d635e2d88a7.16,Isherwood Staging Area,Quarry Lakes Regional Recreation Area,37.571882,-122.01218,3 Alameda Creek Trail, Fremont,CA,94536, USA
34d446437fc14baa82137964886be006.16,,Queen of the Holy Rosary Pillar,37.533356,-121.918223,Dominican Terrace, Fremont,CA,94539, USA
e07c050308694b47a9b782625c3fdc84.16,,Railroad Bench,37.57658,-121.976951,37592-37640 Niles Blvd, Fremont,CA,94536, USA
69dc397184574379aca1c347c10f7f7f.16,,Rancho Higuera Historical Park,37.491519,-121.905613,47237-47267 Rancho Higuera Rd, Fremont,CA,94539, USA
3568b134196b4139812f79aa62f54105.11,,Red Cage Play Structure,37.556295,-121.994909,38056 Dundee Common, Fremont,CA,94536, USA
a88f53930b8541d889b848fa62009b48.16,,Red Hill Geodetic Survey Mark #1851,37.550982,-122.095352,Soaproot Trail, Fremont,CA,94555, USA
6038cf90ad2645ca9ee21ce9f1e2e345.16,,Regional Park Boundary Line,37.581102,-121.964178,Alameda Creek Trail, Fremont,CA,94536, USA
e7b8c55751c54ef8a0af2db0cb86feaf.16,,Retina Sculpture,37.590849,-122.020119,1328-1598 Decoto Rd, Union City,CA,94587, USA
fa322b9b2ba34fa8a40a48386ed71458.16,,Rev John Luther Memorial Grove,37.537346,-121.952813,2856 Finca Terrace, Fremont,CA,94539, USA
588787ab692f43dcaf936f768fa55a18.16,,Revival Tabernacle,37.5756,-121.978678,37681-37699 2nd St, Fremont,CA,94536, USA
ecdf9374d40441c18ca57677f1f884f8.16,,Rings Arch,37.584377,-122.068447,32500 Meteor Dr, Union City,CA,94587, USA
8dffbea0637d4b0bb910501a3a38f8b1.16,,Riparian Restoration,37.568006,-121.999739,Alameda Creek Trail, Fremont,CA,94536, USA
8f309f9d322740bb9efceec6bba2b1b9.16,Fremont PD,Robert Wasserman Memorial Plaque,37.553,-121.969307,2000 Stevenson Blvd, Fremont,CA,94538, USA
3f4c94cb1fe3464da787a439f230280a.16,RMB,Roberto Memorial Bench,37.550797,-121.964198,1 Sailway Dr, Fremont,CA,94538, USA
8bc9e33b34e5401794c03790d505916b.16,,Sabercat Creek,37.528102,-121.931448,Paseo Padre Pkwy, Fremont,CA,94539, USA
7fa555ebd83d4ad49ef390112b3ce756.16,St Edward,Saint Edward Catholic Church,37.53967,-122.027889,5788 Thornton Ave, Newark,CA,94560, USA
697c169373604eb6a772c0d196d37146.16,,Save life,37.573445,-121.972434,Alameda Creek Trail, Fremont,CA,94536, USA
658b0aa48dd641678d2f26b6f3300cff.16,,Sea Birds,37.522836,-122.040686,7820 Enterprise Dr, Newark,CA,94560, USA
00489afcb2ed472f875541f4d294aed2.16,,Seabreeze Park,37.577076,-122.082247,5312 Carmel Way, Union City,CA,94587, USA
50e759190b2d41b984d2a7c733098bf8.16,,Shell Mound,37.557553,-122.082396,Chochenyo Trail, Fremont,CA,94555, USA
b0ed4a17e7574453bc0a077ccae24b09.16,SLB,Shih-Lan Chang Memorial Bench,37.54718,-121.957868,40720 Paseo Padre Pkwy, Fremont,CA,94538, USA
30f5afd8aa8b47c79fa8e3e010c8d55b.16,,Show Business Mural,37.499728,-121.971354,43917 Pacific Commons Blvd, Fremont,CA,94538, USA
0f61543fbf66427da2ee4412d5ebfb38.16,,Sikh Temple Playground,37.583532,-121.999151,398 Gurdwara Rd, Fremont,CA,94536, USA
d475dd3eaa4641daa72759c0981f509a.16,,Simbra Memorial Bench,37.550719,-121.96349,1 Sailway Dr, Fremont,CA,94538, USA
db45ac7bb6e9412d999f004e6294b936.16,,Solar Power PV Tracking System,37.558447,-122.065745,6032-6156 Paseo Padre Pkwy, Fremont,CA,94555, USA
13d812e11c7743948158036a7c65e017.16,,South Bay Community Church,37.482183,-121.925328,47385 Warm Springs Blvd, Fremont,CA,94539, USA
291c953de9932f55030b05090160335c,Hub Sprint,Sprint - Fremont Hub,37.546214,-121.988586,121 Fremont Hub Courtyard, Fremont,CA,94538, USA
46cf5e9fa2614a377a07008fe70271f0,Pac Sprint,Sprint - Pacific Commons,37.505103,-121.971213,43417 Christy St, Fremont,CA,94538, USA
02e4917eab83aa341d994e12b8c3dc1e,UC Sprint,Sprint - Union City,37.60206,-122.06771,30970 Courthouse Dr, Union City,CA,94587, USA
99f2919b1d6242e3a15c4a9e9ab83f79.16,,St. Anne's Church,37.587176,-122.07245,32223 Cabello St, Union City,CA,94587, USA
b7a552256aef450d972c5b9c820b3df5.16,,St. Christina Orthodox Church,37.558802,-122.003121,3683 Parish Ave, Fremont,CA,94536, USA
541da9c2be93438c9158dbeb27e0bb86.16,,St. James Catholic  Church,37.572517,-122.035278,34700 Fremont Blvd, Fremont,CA,94555, USA
61cfac33c0d26f536667904c6ca69a94,HD Starbucks,Starbucks - Home Depot,37.51125788,-121.9480507,43937 Hugo Terrace, Fremont,CA,94538, USA
a521ab7bcaf7dbc8783d7c23f01dc205,PAC Starbucks,Starbucks - Pacific Commons,37.50415763,-121.9761696,5605 Auto Mall Pkwy, Fremont,CA,94538, USA
bf7bb432e014dbaf2c479ead85308494,,"Starbucks - Tamarack Dr, Union City",37.60842,-122.02293,33115 CA-238, Union City,CA,94587, USA
2f76013ada46416db9a8f991fda5d2eb.16,,Statue,37.562327,-122.015504,36611 Fremont Blvd, Fremont,CA,94536, USA
cc7b4640bd9b4de09247f08bc37515d2.16,,Stitches,37.554953,-121.96427,1110 Stevenson Blvd, Fremont,CA,94538, USA
748867f1cae8428595a4bbc313d1419d.16,,Stone Oblique,37.61327,-122.024057,Sanctuary Cir, Union City,CA,94587, USA
5ea7946dcfc049af83fd678cb7ae24c3.16,,Suju's Coffee,37.529931,-121.982161,4949 Stevenson Blvd, Fremont,CA,94538, USA
73f3bd5087054648b4507fb29f47cc96.16,,Swiss Park,37.526987,-122.007231,5911 Alpenrose Ct, Newark,CA,94560, USA
1eca5a46da914165bcd2b58ed9ea289b.16,PF Changs,Terra Cotta Horse,37.505515,-121.970389,43422-43566 Christy St, Fremont,CA,94538, USA
6efd4740ee7c475fa8b1bfc9c824a110.16,,The Block,37.500534,-121.972372,Curie St, Fremont,CA,94538, USA
50452f693c2c44628085f5bb2fc0cf87.16,Linear Park,The Changing Baylands,37.495004,-121.981618,44111 Nobel Dr, Fremont,CA,94538, USA
aac2aee27cc548979379f1e448ed8fee.16,,The Church at Union City,37.601456,-122.038348,33115 Central Ave, Union City,CA,94587, USA
aef217c973cc4cbe888d3553d95b2574.16,,The Church of Jesus Christ of Latter-Day Saints,37.574335,-122.029682,3551 Decoto Rd, Fremont,CA,94555, USA
4f88bae026034318a32bb455d263e081.16,,The Garden of Eternal Life,37.610603,-122.02233,Chapel of the Chimes, Union City,CA,94587, USA
84feec71cfd74fd7a21f6a6f161e955b.16,,The Life of the Creek,37.542069,-121.957248,40600 Paseo Padre Pkwy, Fremont,CA,94538, USA
0ba78909dab54e09b7eb1744e807d6a6.16,,The Three Bears (Black Bear Diner),37.536937,-121.999904,38923-38957 Blacow Rd, Fremont,CA,94536, USA
1ba17ebaa8ad4eab9522a765b965a143.16,,Three Wise Manholes,37.592636,-122.08921,5072 Benson Rd, Union City,CA,94587, USA
8e79f2c2701742d2ae6f67814d26573f.16,,Tidelands Trail Spur Sign,37.527907,-122.067421,Newark Slough Trail, Newark,CA,94560, USA
d821fe35c9154d8bab6daee0bddff566.16,,Tidewater Park,37.601183,-122.077567,30700 Tidewater Dr, Union City,CA,94587, USA
5b6ea75d431b44c3967bc3d0bd343f46.16,,Tiki Statue,37.533019,-121.956151,3755 Washington Blvd, Fremont,CA,94538, USA
b3e63f7a683c4229a9881f518984268f.16,,Tom Kitiyama Sculpture,37.587392,-122.026963,34009 Alvarado-Niles Rd, Union City,CA,94587, USA
a32e75a4cf3a4878aca9770346e209d0.16,,Trail Marker,37.522715,-121.891184,Regional Park Trail, Fremont,CA,94539, USA
a2ea48e1edcb498d868f3c140b5f1109.16,,TRex Dig (Old Alvarado - Cesar Chavez Park),37.596972,-122.078744,30940-30998 Watkins St, Union City,CA,94587, USA
fc430e25ad6b45b094250bc637f4e951.16,,Tri - Ced Trees Mural,37.596202,-122.034298,1240 Pacific St, Union City,CA,94587, USA
8897c1e191fd498aa0b11de679fa747f.11,,UC Sports Center,37.593792,-122.080558,31224 Union City Blvd, Union City,CA,94587, USA
122f927fbd1a41e1b79c34dd60f2c476.16,,Union City Apostolic Church,37.591125,-122.034811,33600 Alvarado-Niles Rd, Union City,CA,94587, USA
be0a1ef42a834e3d8f680a837210c6f7.16,,Union City Intertidal Zone,37.564728,-122.069173,472 Alameda Creek Trail, Fremont,CA,94555, USA
76cdf47a87684f76ace04cfe00895a80.16,,Union City Post Office,37.592891,-122.041344,33210-33288 Alvarado-Niles Rd, Union City,CA,94587, USA
bb026c5c38024bbba50fd015304c1710.16,,Union City Trail Entrance,37.589483,-122.083113,31339-31379 Dorado Dr, Union City,CA,94587, USA
15e61240fdc9429bbe6d1975af2591ea.16,,Union City Trail Entry (Alvarado Blvd),37.591823,-122.08462,4501-4541 Alvarado Blvd, Union City,CA,94587, USA
33e74ca92c1d4ac9b0290e3d9d1aec90.16,,Union City Trail Entry (Pacific St),37.596153,-122.030418,33498-33380 Lewis Ave, Union City,CA,94587, USA
bc31fa5decf34969bb340d94594a3281.16,,Union City Trail Entry Lewis Avenue,37.600287,-122.029798,33175-33195 Lewis Ave, Union City,CA,94587, USA
ce5bb46afd524bb7a4a9e76f6b3da22a.12,Warm Springs Post Office,US Post Office (Warm Springs),37.48995,-121.926556,194 Francisco Ln, Fremont,CA,94539, USA
fd38abc6fb6141e59669c7ee114eefab.12,Dusterberry Post Office,US Post Office (Dusterberry Way),37.555955,-122.013684,37010 Dusterberry Way, Fremont,CA,94536, USA
1523cb7a503344aaacf2f792cc165dab.16,Chase,Utility Box Against Human Trafficking,37.551883,-121.97827,39349 Paseo Padre Pkwy, Fremont,CA,94538, USA
9d6edc74e3c642d2a32afd317e118ee5.16,,Vallejo Home Site,37.533474,-121.920267,123 Washington Blvd, Fremont,CA,94539, USA
1756714c635e4d8abb566c95ae757d1d.16,,Vallejo Mill Historical Park,37.576905,-121.97153,CA-84, Fremont,CA,94536, USA
0943990b12a14040aeecaacd797d1c93.11,,Veterans Memorial Flags,37.584783,-122.074858,4453 Lisa Dr, Union City,CA,94587, USA
98fd2a4da8e441bea54d5362f4ba0435.16,VMP,Veterans Memorial Park,37.551425,-121.977829,3100-3180 Walnut Ave, Fremont,CA,94538, USA
07294c4298ec4c868e586423344fc072.16,,Volleyball Playground PRC,37.539909,-122.060116,7600 Gateway Blvd, Newark,CA,94560, USA
0565fdf5d3c546d8ae5e6abbb750efed.16,,Vung Tau Cascading Fountain,37.523994,-122.007981,6092 Mowry Ave, Newark,CA,94560, USA
dddea200a8c64dc5bee0e18c13508848.16,,Wall of Thanks (Logan High School),37.590472,-122.026847,2000-2196 H St, Union City,CA,94587, USA
